name,entry,duration,park_id
Carlos Hassan,2021-11-13 07:47:24,32,126
Vinh Bautista,2022-11-09 02:24:47,52,141
Yasmin Chung,2022-10-17 23:51:39,22,105
Raj Ishikawa,2024-05-03 04:09:42,59,147
Aisha Chung,2024-06-25 06:05:17,38,104
Clara Davis,2022-07-08 13:18:28,71,148
Linh Patel,2023-07-26 05:21:27,24,115
Tariq Lam,2022-07-31 16:15:49,1,132
Aisha Zhang,2021-08-13 04:56:41,48,120
Karim Takahashi,2023-12-17 03:13:28,4,161
Elena Zhang,2021-01-23 17:32:29,41,160
Usha Escobar,2022-11-24 20:21:27,41,142
David Patel,2023-02-20 10:43:52,39,159
Chen Xian,2020-11-24 06:11:00,32,112
Esteban Escobar,2023-04-08 19:30:31,7,160
Usha Qureshi,2020-01-06 11:59:53,5,150
Nina Fujimoto,2021-08-04 03:17:29,41,126
Esteban Xian,2023-01-12 16:46:38,64,135
Xia Escobar,2024-02-05 06:18:20,44,108
Sofia Yu,2021-12-13 12:46:52,10,116
Omar Jones,2022-05-12 19:03:43,32,110
Usha Vasquez,2022-12-30 08:30:13,69,110
Tariq Bautista,2023-08-21 09:10:12,55,142
Linh Garcia,2022-05-01 21:45:43,14,129
Fatima Garcia,2021-12-16 15:09:19,28,103
Sofia Qureshi,2020-12-05 00:01:17,47,158
Nina Hassan,2023-01-23 07:36:03,42,109
Zain Hassan,2022-02-10 16:44:55,15,135
Esteban Ramirez,2021-01-30 20:34:36,36,156
Sofia Hassan,2024-03-26 04:10:10,55,127
Zain Ahmed,2023-03-30 18:24:02,10,108
Fatima Garcia,2023-06-01 23:03:45,40,128
Ibrahim Singh,2023-08-05 18:03:38,67,147
Fatima Escobar,2021-11-08 17:34:42,65,119
Hiroshi Patel,2020-08-27 00:28:35,58,135
Nina Mendez,2021-09-25 17:01:44,13,104
Omar Lam,2022-07-20 12:23:52,61,162
Chen Bautista,2022-03-01 17:05:17,52,112
Clara Chung,2022-10-14 12:01:08,34,102
Clara Ramirez,2023-01-21 08:52:18,9,143
Usha Yu,2023-01-10 10:14:28,51,127
Priya Ramirez,2022-01-26 16:24:23,10,143
Raj Lam,2021-07-12 00:49:29,9,156
Omar Patel,2024-06-10 08:48:23,51,111
Clara Ramirez,2021-04-20 10:59:48,33,147
Amina Takahashi,2024-03-19 22:59:30,56,117
Binh Ahmed,2022-08-24 21:47:43,35,110
Linh Yu,2020-12-11 10:08:03,15,142
Omar Zhang,2020-08-02 12:49:46,43,126
Xia Vasquez,2020-02-19 19:39:20,51,126
Karim Chung,2021-03-10 15:55:58,45,141
Carlos Ramirez,2024-01-12 17:48:53,1,126
Chen Mendez,2021-07-21 13:56:11,16,155
Tariq Nguyen,2020-07-21 00:53:29,22,118
Zain Ishikawa,2020-08-21 23:37:48,47,153
Omar Singh,2023-06-13 00:06:00,8,139
David Takahashi,2020-07-08 10:21:56,5,141
Karim Takahashi,2024-09-21 04:02:11,25,103
Amina Fujimoto,2024-04-10 05:40:15,62,162
Raj Hassan,2020-12-23 12:53:20,60,156
Hiroshi Zhang,2023-04-26 08:28:12,58,135
Yasmin Takahashi,2021-05-02 06:25:44,11,157
Carlos Singh,2021-07-13 03:25:11,19,102
Karim Xian,2021-12-05 12:51:35,45,117
Esteban Patel,2021-04-15 02:30:01,63,113
Darius Escobar,2021-08-18 01:23:50,13,143
Nina Mendez,2024-07-23 09:41:15,31,124
Linh Zhang,2023-05-31 11:11:37,67,155
Sofia Davis,2021-08-18 07:44:52,60,152
Darius Chung,2024-05-01 12:08:47,4,102
Hiroshi Bautista,2020-04-18 23:49:50,53,107
Jin Ishikawa,2021-12-12 23:57:32,3,150
Binh Jones,2023-01-11 12:04:53,69,128
Vinh Jones,2024-08-12 15:32:45,55,157
Darius Patel,2023-11-21 14:20:51,14,162
Vinh Wong,2020-07-18 21:26:51,64,157
Hiroshi Ramirez,2023-01-04 01:55:49,33,105
Elena Chung,2021-04-11 04:48:08,59,113
Darius Fujimoto,2023-05-02 21:48:47,45,145
Aisha Ishikawa,2024-09-04 07:41:13,29,156
Sofia Takahashi,2020-05-23 11:48:22,4,159
Hiroshi Chung,2022-09-04 10:50:18,14,131
Ibrahim Lam,2020-01-05 16:43:35,56,102
Elena Escobar,2020-11-05 02:13:54,25,159
Ibrahim Bautista,2023-04-26 18:49:21,51,144
Maria Escobar,2024-04-04 09:40:31,5,119
Xia Khan,2021-01-17 03:16:05,54,128
Nina Bautista,2020-06-27 05:34:49,26,113
Chen Singh,2021-12-26 07:56:56,39,156
Binh Nguyen,2022-09-25 05:08:51,58,161
Tariq Davis,2022-07-29 02:16:01,6,110
Tariq Zhang,2023-09-13 07:27:31,21,154
David Khan,2022-06-17 22:38:54,14,119
Xia Bautista,2024-03-02 06:54:04,57,153
Hiroshi Jones,2022-03-06 18:22:47,44,147
Karim Lam,2024-04-29 15:40:10,34,145
Fatima Nguyen,2022-01-03 18:26:20,51,118
Hiroshi Patel,2023-09-03 14:22:43,23,145
Xia Mendez,2022-09-18 07:38:23,28,147
Hiroshi Singh,2023-10-06 22:33:37,25,148
Zain Qureshi,2020-09-13 18:45:15,31,131
Xia Chung,2021-04-15 04:42:50,52,108
Maria Ishikawa,2021-10-30 11:10:39,65,144
Jin Ramirez,2021-08-28 17:48:21,9,156
Maria Jones,2024-01-21 15:32:16,17,107
Tariq Qureshi,2020-11-05 06:10:52,40,126
Karim Escobar,2024-05-21 11:44:37,33,117
Hiroshi Qureshi,2020-02-12 09:10:38,6,100
Binh Ishikawa,2020-03-19 10:19:51,6,136
Omar Zhang,2023-12-26 21:49:40,40,143
Vinh Patel,2021-02-01 03:49:52,45,129
Ibrahim Lam,2023-12-16 03:29:15,8,162
Hiroshi Jones,2021-02-18 14:12:01,8,103
Usha Zhang,2021-01-16 21:28:06,34,105
Maria Takahashi,2023-12-08 21:46:26,37,104
Fatima Khan,2023-09-02 12:42:15,2,145
Clara Wong,2024-01-28 19:11:18,50,110
Raj Zhang,2022-03-21 08:45:56,19,146
Darius Ali,2020-05-26 18:07:56,23,122
Carlos Garcia,2021-10-14 03:10:36,59,148
Yasmin Garcia,2023-05-28 23:16:40,31,119
Vinh Xian,2022-12-10 19:45:41,22,100
Raj Ishikawa,2020-04-26 03:49:49,35,118
Yasmin Ishikawa,2024-08-19 14:30:56,70,143
Zain Mendez,2020-09-17 01:21:55,67,108
Priya Qureshi,2023-05-08 15:53:00,43,112
Hiroshi Lam,2021-06-02 16:56:15,56,158
Zain Ishikawa,2023-12-02 05:16:36,7,117
Aisha Hassan,2023-02-09 06:03:58,8,118
Carlos Wong,2021-06-12 15:52:47,28,100
Priya Jones,2022-11-15 07:23:58,41,103
Usha Ali,2023-04-23 09:25:05,5,120
Sofia Hassan,2020-06-23 20:37:35,38,112
Hiroshi Qureshi,2020-07-29 16:08:47,15,157
Maria Escobar,2021-09-13 20:49:49,11,119
Binh Vasquez,2021-05-21 23:31:44,2,134
Jin Khan,2020-05-22 07:32:27,10,139
Chen Jones,2020-08-19 12:05:17,22,139
Maria Bautista,2021-04-09 19:21:30,2,160
Usha Hassan,2024-09-19 23:43:18,52,132
Binh Zhang,2020-02-25 02:25:00,27,107
Elena Nguyen,2023-01-05 09:40:57,36,110
Vinh Qureshi,2023-08-05 06:50:59,23,157
Hiroshi Singh,2021-06-10 11:36:14,42,124
Omar Xian,2022-11-17 07:07:38,62,158
Linh Garcia,2021-03-23 02:12:02,24,130
Priya Xian,2021-05-28 00:43:48,41,111
Aisha Fujimoto,2023-08-31 15:07:22,31,102
Jin Escobar,2020-01-19 01:56:40,61,151
Omar Zhang,2020-03-06 07:12:18,23,123
Jin Zhang,2022-12-25 04:31:04,39,116
Karim Wong,2022-08-20 21:50:52,58,125
Nina Lam,2021-10-22 08:30:38,56,106
Maria Ali,2024-07-21 05:53:24,50,132
David Lam,2022-05-31 15:55:55,69,141
Linh Wong,2021-03-17 18:15:50,70,129
Ibrahim Davis,2024-07-02 22:13:30,49,141
Aisha Davis,2021-08-31 15:36:30,6,106
David Garcia,2021-04-09 16:10:02,71,131
Esteban Garcia,2022-01-14 02:55:26,12,139
Darius Zhang,2023-05-20 21:33:46,13,138
Linh Hassan,2021-12-13 16:09:17,38,143
Carlos Xian,2024-08-07 07:38:13,52,137
Carlos Yu,2021-07-06 09:57:47,15,161
Yasmin Zhang,2021-09-27 09:19:49,18,134
Maria Bautista,2020-05-29 13:31:02,53,160
Ibrahim Escobar,2023-09-02 16:16:16,57,139
Jin Jones,2020-09-18 11:58:37,19,152
Usha Mendez,2023-12-01 20:49:05,12,104
Priya Zhang,2024-08-12 00:33:41,31,153
Linh Nguyen,2021-09-11 08:39:16,6,131
Ibrahim Davis,2024-01-22 12:24:12,52,120
Priya Chung,2020-05-09 21:50:31,50,124
Ibrahim Ali,2023-01-23 08:44:19,53,107
Fatima Vasquez,2024-06-29 06:46:19,52,100
Jin Zhang,2021-08-14 19:04:01,24,115
Jin Fujimoto,2022-11-10 01:22:07,26,113
Vinh Ali,2022-08-24 21:35:21,57,134
Vinh Mendez,2021-08-28 15:33:15,46,124
Karim Patel,2024-09-19 00:18:38,41,103
Jin Chung,2020-10-20 04:16:59,24,128
Esteban Mendez,2020-07-10 10:13:07,34,117
Yasmin Xian,2024-10-03 12:53:13,20,158
Ibrahim Davis,2024-02-12 23:23:49,66,130
Usha Ishikawa,2022-05-02 03:18:46,26,111
Clara Lam,2024-08-18 22:50:27,38,122
Yasmin Zhang,2023-12-12 13:55:16,30,153
Elena Davis,2021-11-15 01:57:09,16,124
Elena Ishikawa,2020-10-20 19:35:36,20,141
Esteban Xian,2020-06-08 15:57:55,67,102
Raj Escobar,2022-05-13 19:03:50,12,134
Tariq Ali,2024-03-19 20:48:14,60,136
Elena Davis,2021-12-17 05:35:36,46,104
Fatima Escobar,2022-04-03 10:07:48,22,135
Hiroshi Lam,2020-01-05 20:41:31,17,160
Fatima Mendez,2021-10-21 09:31:17,33,149
Nina Patel,2024-02-12 20:18:30,49,109
Fatima Xian,2024-05-14 01:09:17,46,149
Elena Jones,2022-03-25 23:50:36,37,130
Nina Ishikawa,2023-05-04 22:23:33,50,142
Esteban Qureshi,2022-05-13 22:35:27,14,143
Tariq Patel,2021-10-22 00:28:11,45,113
Darius Lam,2020-07-17 00:38:07,55,122
Vinh Davis,2022-04-20 08:04:11,40,153
Binh Zhang,2023-10-01 23:26:52,19,105
Linh Ali,2022-11-28 00:03:32,51,161
Amina Jones,2021-05-03 02:55:54,26,130
David Ali,2023-03-11 02:48:10,24,140
Darius Escobar,2021-12-25 05:39:46,63,126
Xia Chung,2020-09-08 11:38:06,22,137
Xia Khan,2021-10-03 14:08:51,42,120
Usha Patel,2023-06-14 07:57:20,49,126
Darius Lam,2020-12-30 08:19:35,17,100
Elena Ramirez,2024-08-03 18:52:20,67,117
Usha Ali,2024-04-10 14:14:47,25,145
Aisha Bautista,2023-01-02 15:23:15,64,122
Karim Xian,2021-12-06 20:56:34,12,122
Karim Zhang,2023-07-31 16:36:29,70,151
Chen Qureshi,2021-11-25 21:35:05,67,148
Tariq Chung,2024-09-02 15:14:12,32,150
Clara Escobar,2020-12-20 03:30:19,1,126
Nina Lam,2023-08-30 23:00:21,37,160
Vinh Lam,2023-12-15 21:02:25,36,149
Jin Jones,2020-11-07 09:44:09,71,107
Xia Yu,2021-06-15 19:00:44,32,155
Chen Qureshi,2024-05-26 02:04:33,10,112
Ibrahim Hassan,2021-11-10 20:49:03,38,111
Esteban Singh,2023-10-23 23:58:41,23,128
Vinh Takahashi,2022-09-22 10:26:57,10,119
Vinh Hassan,2024-07-16 15:06:14,47,115
David Wong,2021-01-19 03:37:33,15,117
Jin Yu,2022-04-24 12:37:10,36,153
Priya Chung,2020-05-19 22:59:59,48,155
Jin Takahashi,2020-12-10 03:41:06,64,145
Raj Ali,2020-01-28 09:13:12,9,125
Nina Singh,2024-04-19 09:05:01,18,159
Yasmin Ahmed,2021-04-15 21:52:56,67,123
Vinh Fujimoto,2023-04-13 15:40:49,33,151
David Fujimoto,2022-11-26 05:44:56,24,157
Hiroshi Ahmed,2021-02-04 03:40:52,27,110
Darius Hassan,2022-01-24 00:43:31,12,153
Omar Lam,2023-06-18 10:20:54,1,154
Binh Davis,2021-07-24 04:52:32,24,161
Aisha Ishikawa,2020-02-03 01:47:21,22,152
Elena Ishikawa,2022-12-24 07:50:20,14,122
Hiroshi Davis,2022-09-05 07:22:08,23,109
Linh Yu,2020-06-22 08:36:25,38,149
Tariq Jones,2023-02-22 23:25:44,35,112
Raj Vasquez,2020-09-14 13:37:23,18,132
Carlos Escobar,2021-02-17 06:52:04,29,105
Linh Mendez,2021-01-15 14:32:54,14,135
Chen Ishikawa,2021-07-11 02:29:14,47,128
David Garcia,2020-07-19 06:43:23,69,109
Xia Mendez,2021-12-01 16:34:38,50,160
Zain Garcia,2023-09-07 13:56:42,52,106
Aisha Bautista,2020-01-22 12:30:06,20,123
Darius Jones,2021-11-16 00:38:02,8,104
Chen Vasquez,2024-04-16 03:10:22,27,142
Chen Yu,2024-03-29 04:09:48,10,111
Elena Chung,2023-12-24 09:41:36,69,161
Maria Ishikawa,2022-08-27 13:52:39,11,131
Tariq Ali,2022-04-13 03:45:39,26,141
David Lam,2020-06-04 08:45:32,7,124
Vinh Qureshi,2021-03-31 04:40:37,3,110
Aisha Takahashi,2024-06-26 14:01:59,7,148
Esteban Khan,2021-12-29 22:00:06,19,157
Nina Takahashi,2024-02-20 16:22:39,57,116
Yasmin Ahmed,2023-10-27 23:53:36,40,144
Binh Ramirez,2024-05-23 13:45:15,49,133
Priya Ishikawa,2020-02-21 06:23:56,18,151
Esteban Vasquez,2021-01-25 23:05:33,11,145
Darius Hassan,2022-05-05 11:48:47,20,100
Maria Vasquez,2024-10-18 23:34:45,49,134
David Ali,2020-10-02 04:46:01,43,116
Esteban Zhang,2022-09-23 12:33:34,5,152
Tariq Qureshi,2023-05-17 15:59:15,29,105
Ibrahim Ishikawa,2020-04-20 17:55:37,2,124
Priya Xian,2022-07-09 19:24:03,38,159
Amina Fujimoto,2024-04-16 04:33:56,57,128
Clara Takahashi,2023-04-19 15:26:50,11,161
Karim Ramirez,2023-04-04 21:16:06,9,138
Priya Zhang,2023-12-03 17:18:32,44,103
Sofia Vasquez,2020-02-17 14:27:51,64,104
David Ramirez,2023-01-27 07:01:43,61,104
Yasmin Ali,2020-10-11 03:21:41,68,135
Vinh Hassan,2023-08-31 15:07:57,1,102
Hiroshi Hassan,2022-03-10 23:04:05,36,119
Clara Zhang,2020-08-31 07:37:16,45,155
Aisha Ramirez,2020-05-29 20:28:53,59,149
Elena Lam,2024-05-30 02:50:26,47,126
Chen Qureshi,2021-09-12 11:42:12,58,113
Darius Fujimoto,2023-07-28 19:53:38,64,147
Esteban Mendez,2020-07-23 06:59:16,6,144
Linh Davis,2024-02-21 12:52:22,11,134
Clara Yu,2021-04-18 18:42:54,57,144
Elena Yu,2020-03-15 07:06:56,37,130
Esteban Lam,2021-04-26 23:38:15,56,104
Karim Qureshi,2024-02-07 21:24:15,31,126
Clara Xian,2021-10-29 09:38:07,3,142
Chen Escobar,2021-09-20 08:20:39,9,141
Amina Bautista,2020-10-12 17:10:30,2,159
Darius Ramirez,2024-03-03 01:16:51,29,120
Tariq Mendez,2022-04-05 16:52:51,56,103
Priya Mendez,2024-05-23 20:16:09,70,161
Aisha Lam,2022-10-17 01:07:12,27,138
Zain Ali,2024-01-08 10:28:21,66,120
Elena Qureshi,2020-02-28 04:23:15,54,116
Aisha Yu,2021-10-27 05:21:28,25,123
Hiroshi Jones,2024-02-06 17:38:50,62,147
Nina Ishikawa,2020-05-12 13:52:08,61,155
Omar Yu,2021-03-23 09:28:12,7,110
Sofia Zhang,2024-10-22 08:24:49,28,118
Aisha Escobar,2021-04-11 06:41:55,61,123
Nina Wong,2023-05-18 16:24:02,45,128
Nina Singh,2024-04-03 04:10:47,11,155
Fatima Bautista,2023-05-01 23:15:38,64,122
Tariq Nguyen,2024-05-08 03:08:06,6,116
Amina Mendez,2020-06-03 00:41:26,35,127
Maria Davis,2020-11-18 10:56:56,56,115
Xia Ishikawa,2022-06-10 05:59:56,47,111
Carlos Bautista,2020-03-03 15:48:58,48,129
Raj Ishikawa,2021-02-01 01:07:59,57,124
Jin Bautista,2023-09-16 12:14:02,53,149
Jin Zhang,2020-05-24 13:37:23,29,148
Jin Takahashi,2020-06-20 11:58:22,27,129
Karim Fujimoto,2020-08-05 00:57:10,26,143
David Zhang,2021-11-27 18:33:29,46,127
Linh Singh,2020-03-23 03:00:34,23,143
Vinh Ishikawa,2023-02-26 10:46:18,42,126
Omar Khan,2024-05-15 19:26:16,10,155
Amina Garcia,2024-10-22 04:35:16,33,107
Carlos Nguyen,2020-11-06 07:43:57,56,128
Elena Ishikawa,2022-04-08 17:27:29,27,118
Hiroshi Lam,2021-09-12 02:24:12,65,134
Ibrahim Singh,2022-07-09 15:04:55,49,136
Carlos Xian,2020-09-29 04:12:57,59,110
Omar Ahmed,2020-06-17 07:31:19,30,151
Yasmin Mendez,2024-04-08 01:10:55,35,123
Elena Takahashi,2021-12-14 20:42:43,26,139
Chen Khan,2021-10-18 00:55:49,71,110
Yasmin Fujimoto,2023-12-27 17:28:15,23,145
Vinh Lam,2024-03-31 17:36:53,68,144
Zain Wong,2021-11-10 08:11:36,55,100
Karim Jones,2023-10-28 21:02:14,31,144
Chen Ahmed,2021-01-26 07:14:23,64,122
Tariq Wong,2021-07-08 05:01:59,59,124
Tariq Patel,2021-05-26 01:32:47,30,140
Jin Chung,2020-04-01 17:15:44,50,111
Omar Vasquez,2020-08-18 18:30:00,12,115
Raj Escobar,2020-06-21 06:15:13,1,142
David Escobar,2021-04-23 02:07:41,47,102
Amina Fujimoto,2020-01-21 22:17:22,3,151
Carlos Yu,2023-10-30 00:45:35,50,152
Yasmin Wong,2020-07-31 04:47:15,45,144
Vinh Chung,2021-06-25 18:41:36,59,120
Nina Xian,2021-03-10 17:12:13,65,125
Vinh Lam,2020-06-17 12:18:14,63,115
Karim Ramirez,2024-05-25 06:35:46,54,122
Chen Wong,2022-04-11 16:20:12,21,123
Vinh Nguyen,2021-04-16 19:14:12,64,152
Raj Fujimoto,2020-03-05 19:34:57,20,137
Yasmin Qureshi,2023-12-07 13:31:08,4,100
Esteban Davis,2021-03-09 06:52:43,10,122
Binh Ali,2024-03-14 18:49:52,42,128
Vinh Zhang,2020-08-19 01:57:18,10,122
Binh Zhang,2021-08-25 20:30:22,14,108
Sofia Nguyen,2022-01-21 10:46:04,2,149
Clara Patel,2023-02-10 01:09:33,48,137
Karim Davis,2021-02-05 22:20:12,27,115
Raj Hassan,2024-05-08 02:00:03,40,110
Yasmin Yu,2024-02-17 11:47:58,33,154
Esteban Bautista,2020-09-07 20:35:31,15,153
Linh Ahmed,2021-08-31 19:02:31,26,106
Jin Takahashi,2020-12-31 13:21:20,11,160
Amina Jones,2023-04-18 16:56:19,18,123
Nina Chung,2020-03-29 06:53:13,50,141
Raj Chung,2023-05-15 03:56:40,5,149
Karim Lam,2022-12-29 01:45:32,56,109
Linh Singh,2020-12-16 22:28:45,32,107
Chen Fujimoto,2021-12-29 05:35:51,25,154
Yasmin Davis,2020-10-16 09:02:15,68,120
Fatima Patel,2021-04-15 19:15:51,15,129
Karim Qureshi,2023-03-21 11:57:55,25,123
Usha Mendez,2023-05-22 13:21:21,18,137
Raj Xian,2023-07-14 07:15:21,7,129
David Chung,2023-01-06 01:08:21,18,107
Esteban Mendez,2020-08-14 12:36:19,56,109
Clara Ahmed,2021-07-15 06:35:18,1,125
Jin Xian,2021-08-09 03:37:22,24,129
Clara Ramirez,2020-06-05 10:36:40,67,109
Sofia Ramirez,2022-05-18 12:57:02,17,131
Linh Zhang,2020-05-28 15:26:00,19,138
Nina Nguyen,2024-01-11 01:17:33,45,101
Omar Davis,2022-03-27 00:36:26,13,144
Binh Qureshi,2022-07-16 20:55:59,41,137
Ibrahim Singh,2022-12-09 02:24:04,3,103
Omar Patel,2022-03-29 02:43:48,30,148
Ibrahim Davis,2024-04-26 17:00:32,49,151
Nina Yu,2021-05-23 05:08:34,55,119
Raj Mendez,2020-10-31 05:50:27,5,134
Fatima Zhang,2022-09-07 19:20:56,57,107
Jin Zhang,2020-04-12 08:01:03,35,154
Amina Wong,2022-01-12 05:04:47,68,155
Linh Qureshi,2024-04-29 18:04:59,39,158
Elena Takahashi,2024-01-14 18:33:31,36,129
Sofia Davis,2021-06-21 06:07:25,63,147
Zain Bautista,2024-03-21 12:53:12,17,118
Hiroshi Mendez,2022-01-30 02:45:43,14,123
Nina Takahashi,2022-01-17 19:22:20,4,142
Aisha Bautista,2021-08-13 13:33:56,36,142
Fatima Mendez,2023-08-30 18:03:37,49,162
Yasmin Patel,2024-01-14 08:57:38,39,115
Tariq Jones,2021-06-25 09:06:57,56,131
Sofia Lam,2022-12-09 23:38:16,57,152
Raj Garcia,2021-02-19 03:41:08,19,141
Vinh Wong,2023-09-14 16:03:52,42,131
Fatima Zhang,2022-03-01 16:43:40,57,113
Jin Jones,2020-11-03 12:25:31,1,127
Hiroshi Garcia,2021-02-24 17:20:51,67,153
Zain Singh,2023-09-27 12:38:32,29,149
Chen Vasquez,2024-01-03 17:26:45,48,113
Nina Hassan,2021-02-07 01:34:13,12,158
Omar Jones,2020-10-15 18:39:38,12,133
Raj Yu,2020-11-07 04:41:18,47,110
Usha Hassan,2023-06-10 19:47:55,64,125
Priya Khan,2021-12-09 16:31:37,9,104
Zain Zhang,2021-07-24 14:52:31,60,139
Maria Khan,2020-12-03 20:02:32,61,117
Aisha Fujimoto,2021-03-08 15:40:32,5,145
Hiroshi Garcia,2024-05-08 06:54:23,9,158
Esteban Qureshi,2024-03-07 22:49:47,71,118
Yasmin Singh,2021-06-13 06:36:49,12,119
Sofia Nguyen,2023-03-04 11:54:51,30,133
Ibrahim Wong,2022-03-03 20:27:37,44,161
Vinh Jones,2020-11-22 13:35:24,59,103
Ibrahim Singh,2023-10-16 14:53:52,44,123
Tariq Xian,2024-04-04 09:03:27,52,134
Vinh Wong,2021-09-26 07:47:41,6,147
David Singh,2024-10-21 14:54:27,17,119
Aisha Garcia,2022-04-04 01:00:32,32,135
Tariq Yu,2021-11-21 14:43:28,34,148
David Hassan,2024-03-05 20:39:02,21,111
Karim Qureshi,2020-08-05 09:23:26,69,146
Elena Ramirez,2020-03-28 11:02:01,63,136
Carlos Davis,2022-08-06 02:43:12,25,152
Maria Xian,2020-11-13 17:03:27,67,135
David Qureshi,2022-06-24 12:44:18,42,140
Chen Lam,2022-05-15 09:10:31,70,151
Aisha Ali,2024-07-06 23:25:07,61,112
Xia Mendez,2024-04-12 02:23:38,52,115
Carlos Singh,2022-10-10 00:55:25,53,154
Amina Lam,2023-04-08 23:07:56,33,122
Xia Ahmed,2021-03-21 02:04:48,57,156
Usha Xian,2021-01-30 23:18:18,68,137
Vinh Takahashi,2020-08-16 01:57:03,41,130
Yasmin Garcia,2024-07-12 03:34:06,65,103
David Wong,2021-10-09 21:08:35,68,151
Sofia Zhang,2020-08-12 04:54:10,65,154
Fatima Jones,2021-06-29 22:52:26,36,134
Elena Khan,2021-05-17 13:13:01,44,105
Yasmin Zhang,2024-10-11 17:47:15,63,101
Xia Ishikawa,2022-07-25 20:46:08,4,119
Xia Vasquez,2022-09-06 04:00:05,15,111
Amina Takahashi,2023-09-11 06:14:14,39,136
Xia Qureshi,2024-10-24 08:55:19,56,125
Fatima Garcia,2023-02-14 03:53:16,65,142
Priya Ali,2020-08-17 15:16:49,65,127
Esteban Ramirez,2022-01-18 21:21:37,50,131
Sofia Xian,2023-02-14 14:02:06,60,125
Darius Ahmed,2020-02-19 18:46:28,51,101
Omar Khan,2024-02-02 12:49:31,62,128
Zain Singh,2020-11-19 16:37:55,60,136
Omar Singh,2022-10-24 02:53:02,68,102
Linh Zhang,2024-09-30 20:51:52,27,157
Aisha Davis,2023-10-02 00:01:05,57,158
Carlos Ramirez,2024-08-25 11:26:34,6,155
Omar Ahmed,2024-01-21 23:00:00,55,151
Amina Zhang,2022-12-11 21:27:25,13,144
Linh Lam,2020-05-05 23:37:53,40,157
Fatima Chung,2020-12-08 07:08:59,64,102
Nina Ali,2024-06-07 21:47:02,4,157
Nina Khan,2022-06-28 05:58:23,11,135
Nina Bautista,2023-09-12 04:16:56,16,135
Xia Davis,2022-04-05 09:04:46,70,128
Nina Vasquez,2022-07-05 09:11:25,65,158
Tariq Ali,2023-09-04 02:21:29,7,110
Amina Fujimoto,2020-10-20 04:29:44,17,111
Omar Patel,2022-04-07 06:15:00,10,112
Raj Ali,2020-08-31 20:27:39,6,115
Zain Mendez,2020-03-10 16:43:09,51,137
Xia Ahmed,2021-01-17 06:33:02,35,160
Omar Ishikawa,2023-09-03 18:01:51,62,104
Tariq Davis,2022-08-12 22:12:27,41,157
Hiroshi Jones,2020-03-27 02:00:57,3,107
Jin Xian,2024-08-31 04:48:33,17,117
Tariq Davis,2020-07-13 20:58:51,38,143
Elena Khan,2022-06-04 21:42:33,32,107
Linh Ahmed,2024-04-20 16:37:36,51,122
Aisha Khan,2020-12-03 07:19:07,68,120
Nina Vasquez,2020-08-19 19:56:11,46,129
David Jones,2020-04-15 14:21:09,51,127
Karim Zhang,2024-02-12 20:25:46,37,152
Priya Mendez,2023-08-09 16:33:11,3,148
Priya Escobar,2023-02-03 03:36:08,62,160
Priya Lam,2023-12-12 14:02:25,4,100
Carlos Bautista,2023-05-18 04:48:51,15,110
Tariq Ramirez,2024-08-16 23:06:56,66,139
Amina Zhang,2020-05-07 10:49:02,27,110
Raj Ishikawa,2021-07-07 18:41:50,10,104
Hiroshi Lam,2020-11-13 18:20:43,15,137
David Ali,2022-07-04 02:12:10,7,125
Esteban Ramirez,2023-06-04 16:26:55,59,128
Hiroshi Xian,2023-11-06 04:29:56,41,100
Darius Khan,2024-09-26 03:25:24,43,122
Binh Vasquez,2021-07-24 04:04:32,49,133
Zain Escobar,2021-07-17 03:44:27,62,100
Vinh Ali,2021-12-16 14:34:46,63,112
Darius Jones,2022-02-09 14:42:26,70,110
Tariq Bautista,2020-03-03 06:39:40,10,138
Aisha Escobar,2022-10-07 17:39:23,43,142
Xia Xian,2024-05-02 18:30:46,54,120
Fatima Takahashi,2023-09-08 12:39:18,24,108
Aisha Wong,2022-11-23 03:55:41,48,113
Hiroshi Wong,2020-12-30 17:36:29,46,106
Usha Ali,2023-06-05 18:45:51,40,156
Vinh Patel,2022-12-08 11:32:43,61,126
Carlos Vasquez,2022-02-11 20:39:55,4,125
Nina Qureshi,2021-03-11 00:28:31,20,140
Usha Khan,2024-05-01 01:19:36,31,145
Esteban Xian,2020-04-20 07:38:32,66,159
Fatima Takahashi,2022-12-26 05:11:56,53,133
Maria Khan,2023-11-07 10:30:27,45,117
Omar Yu,2020-12-20 23:29:50,4,113
Fatima Qureshi,2020-08-10 02:57:01,2,158
Carlos Jones,2023-06-25 13:40:39,8,113
Karim Ishikawa,2022-11-15 01:02:09,27,144
David Ishikawa,2022-04-07 20:06:10,10,120
Raj Escobar,2020-01-19 14:00:38,41,140
Omar Qureshi,2020-03-08 20:27:44,71,113
Nina Singh,2023-01-04 20:46:55,14,155
Clara Ishikawa,2024-02-06 21:51:29,58,127
Jin Garcia,2020-10-27 20:34:24,11,118
Fatima Mendez,2020-08-09 06:37:13,9,152
Raj Fujimoto,2024-01-05 11:00:31,29,120
Omar Nguyen,2020-04-26 22:57:27,67,119
Jin Mendez,2024-06-16 07:38:25,50,162
Tariq Mendez,2022-02-15 11:16:31,53,106
Sofia Xian,2020-11-19 21:02:47,65,100
Carlos Khan,2024-01-21 18:57:47,64,131
Esteban Patel,2020-09-04 15:48:03,34,106
